legal_entity_customer_number,banding,credit_risk_rating_description,exist_days,prod_mix_m1,prod_mix_m2,prod_mix_m3,prod_mix_m4,prod_mix_m5,prod_mix_m6,prod_mix_m7,prod_mix_m8,prod_mix_m9,sites_visited_m1,sites_visited_m2,sites_visited_m3,sites_visited_m4,sites_visited_m5,sites_visited_m6,sites_visited_m7,sites_visited_m8,sites_visited_m9,volume_m1,volume_m2,volume_m3,volume_m4,volume_m5,volume_m6,volume_m7,volume_m8,volume_m9,churn_label
1446,C,C - High Risk,3235,9,8,8,8,8,7,9,7,8,2,2,1,1,2,2,2,2,1,288.82,414.86,332.53,225.17,278.94,265.66,293.74,272.88,246.29,0
1447,B,A - Low Risk,3215,7,9,9,8,10,12,8,9,7,18,16,14,11,15,14,14,15,13,39037.56,41230.5,31791.37,17318.81,24196.02,33421.99,30396.11,35664.69,45854.52,0
1448,C,B - Medium,3216,8,9,8,4,8,8,8,9,8,12,12,9,4,9,9,10,8,9,981.85,981.68,890.31,415.25,950.16,1080.74,1029.41,1096.55,1102.83,0
1449,B,C - High Risk,3225,8,9,9,10,8,8,10,9,10,8,23,31,26,21,15,17,18,25,598.9,2222.73,3109,1885.29,2212.76,1592.22,2362.01,1891.57,3087.16,0
1450,B,C - High Risk,3217,14,12,7,7,6,9,7,11,8,4,5,3,3,4,5,5,6,7,2985.55,1461.75,1207.97,2631.62,2150.32,4740.78,4876.25,4156.41,2748.85,0
1451,D,C - High Risk,3223,4,4,4,1,1,3,2,1,2,2,1,2,1,1,1,1,1,1,66.58,59.76,56.53,14.6,17.48,35.19,13.69,14.77,19.09,0
1452,C,C - High Risk,3217,7,9,8,6,8,6,6,5,7,22,22,27,13,17,23,22,22,27,2603.82,2637.47,3211.75,1154.13,2237.68,2771.83,2601.6,2930.76,2554.26,0
1453,C,F - Other,3210,4,1,2,1,2,1,2,2,3,2,2,2,1,2,1,2,4,2,126.05,151.14,118.28,35.83,54.49,105.98,111.57,148.8,115,0
1454,C,F - Other,3208,1,2,0,4,2,1,3,1,2,2,1,0,1,1,1,1,1,2,51.67,22.88,0,18.63,21.94,53.04,55.97,32.42,39.03,0
1455,C,C - High Risk,3224,10,12,12,8,10,7,10,9,10,36,35,40,17,24,26,21,33,30,2620.51,1992.5,2497.34,1184.28,2049.34,1997.81,2510.32,4036.31,2816.07,0
1456,D,C - High Risk,3221,4,6,5,6,4,5,5,5,5,11,19,26,9,8,8,23,19,29,893.39,1514.06,1830.44,663.43,680.99,962.46,2022.69,1390.99,2327.42,0
1457,D,C - High Risk,3214,2,1,2,2,2,2,2,2,3,3,2,2,2,4,3,3,3,2,103.29,168.65,143.01,104.88,210.14,238.39,169.16,251.59,154.32,0
1458,D,C - High Risk,3210,4,5,3,4,5,5,4,6,5,3,3,2,2,2,2,2,2,2,307.6,367.76,271.71,263.86,250.3,361.04,320.72,286.01,351.33,0
1459,D,C - High Risk,3203,6,5,5,4,4,5,4,4,6,3,3,4,2,3,3,3,3,3,263.16,199.03,283.75,87.4,187.16,207.66,258.73,233.26,217.68,0
1460,A,B - Medium,3215,19,16,16,16,16,19,20,17,16,194,187,186,188,194,202,200,186,218,199746.87,208720.52,243200.65,194273.4,213533.24,242641.31,250023.84,229375.71,253500.52,0
1461,D,C - High Risk,3200,7,9,8,0,0,6,7,8,6,4,5,4,0,0,3,4,4,5,35.44,127.9,27.94,0,0,114.9,15.99,86.27,323.72,0
1462,D,C - High Risk,3200,11,10,12,11,10,9,12,10,10,10,9,9,8,9,8,9,10,10,1651.44,1311.07,1400.04,1706.84,2189.53,1250.97,2721.45,2536.38,1799.91,0
1463,A,D - No Unsecured credit,3211,1,1,1,6,7,5,6,8,8,2,1,1,2,3,3,5,1,5,80.47,80.91,62.6,173.06,516.2,78.15,264.2,333.32,345.22,1
1464,C,F - Other,3206,1,1,2,1,1,2,3,2,1,2,1,1,1,1,3,3,2,1,97.2,60.56,62.21,30.23,31.52,162.29,104.51,89.58,56.16,0
1465,D,C - High Risk,3203,4,0,2,0,3,2,3,5,5,17,0,2,0,6,6,8,4,11,2131.93,0,46.71,0,488.89,383.13,978.57,220.11,1640.23,0
1466,C,C - High Risk,3196,4,3,4,2,2,3,3,4,4,19,12,9,5,6,8,9,8,9,3434.81,2235.39,1134.57,546.69,878.54,1336.88,1807.81,1754.34,1205.24,0
1467,D,C - High Risk,3207,9,8,11,11,8,11,10,12,10,12,16,12,8,11,10,14,14,17,860.84,1255.61,985.51,670.18,818.8,754.74,1037.39,1172.1,1264.77,0
1468,D,C - High Risk,3202,0,2,2,2,3,3,2,2,3,0,3,2,3,5,5,4,3,3,0,98.97,60.22,69.77,109.22,100.72,142.02,57.27,123.9,0
1469,B,C - High Risk,3199,9,6,5,3,3,4,4,4,7,1,1,1,1,1,1,1,1,1,459.39,290.92,269.75,84.76,211.16,194.07,115.6,247.59,293.24,0
1470,D,C - High Risk,3192,6,5,5,6,7,6,4,4,4,5,7,7,6,4,6,3,3,3,8.45,129.06,71.07,166.02,70.12,173.9,8.44,14.04,5.61,0
1471,B,C - High Risk,3195,9,9,12,9,8,12,9,8,10,13,16,12,9,10,10,14,14,18,1496.23,1555.35,1210.32,599.78,953.01,872.09,1257.02,1387.14,1591.09,0
1472,C,C - High Risk,3192,2,2,2,3,3,2,2,2,4,5,7,6,6,8,6,5,6,7,3372.93,2723.2,4097.97,5647.01,3932.18,797.02,659.68,1527.46,1775.71,0
1473,A,B - Medium,3192,8,6,5,5,6,4,5,5,7,10,6,3,4,3,4,5,7,10,607.42,359.2,208.29,256.99,180.09,287.97,369.92,384.94,534.06,0
1474,C,B - Medium,3202,8,8,8,0,8,8,7,8,9,8,9,10,0,10,10,9,10,9,614.24,888.6,909.4,0,180.52,918.44,266.5,652.82,620.07,0
1475,C,F - Other,3184,3,3,1,1,2,2,4,1,4,1,1,1,1,1,1,1,1,1,43.21,25.12,10.7,8.13,7.98,17.76,20.29,28.22,28.86,0
1476,C,B - Medium,3189,11,8,10,14,10,8,10,10,12,4,3,5,5,4,4,5,4,4,334.51,141.21,109.83,199.05,86.18,57.81,294.89,148.98,154.05,0
1477,B,C - High Risk,3180,7,7,7,7,7,8,6,8,8,7,8,8,7,7,6,5,6,7,3502.86,3091.59,3859.43,2575.12,2779.49,2515.38,2517.55,2961.25,2232.91,0
1478,B,C - High Risk,3176,7,6,5,8,6,6,5,8,5,14,13,13,15,12,11,11,13,10,5528.49,4257.06,4921.05,4298.83,3681.45,5850.43,5761.67,5873.53,5701.68,0
1479,A,B - Medium,3176,7,10,8,8,9,8,8,8,11,9,9,5,5,5,5,5,4,5,32941.63,29693.89,28643.98,20262.14,20983.63,24099.2,30299.84,22869.01,27643.74,0
1480,D,C - High Risk,3194,6,6,7,5,5,6,7,0,6,1,2,2,2,2,2,2,0,2,11.68,169.21,212.62,69.04,82.97,11.68,25.33,0,44.45,0
1481,C,F - Other,3192,3,2,1,2,0,1,2,3,2,1,1,1,1,0,1,1,1,1,19.03,14.22,7.33,6.79,0,14.14,23.58,15.76,15.36,0
1482,D,C - High Risk,3182,8,7,8,5,4,8,8,8,8,1,1,1,1,1,1,1,1,1,5.69,22.74,22.17,6.05,3.28,5.99,8.24,2.59,4.61,0
1483,A,A - Low Risk,3189,3,8,4,4,4,4,4,3,6,1,1,1,1,1,1,1,1,1,49.54,66.92,67.22,33.68,52.89,52.25,79.3,76.02,47.63,0
1484,D,C - High Risk,3171,9,7,6,4,4,3,7,11,7,13,12,10,5,6,6,10,10,9,2556.99,2371.35,1328.18,381.27,454.54,489.09,2685.26,2299.48,3009.37,0
1485,D,C - High Risk,3175,3,3,3,3,4,3,4,4,4,18,15,18,9,14,7,8,18,18,1663.3,1226.94,1556.69,631.53,977.14,299.24,691.9,1060.01,1368.63,0
1486,B,C - High Risk,3169,5,6,5,3,4,4,4,3,0,15,17,11,6,8,10,9,3,0,8353.24,5209.71,6591.12,2682.32,1808.87,3240.1,2381.18,101.53,0,0
1487,C,C - High Risk,3169,7,7,7,7,7,8,8,8,7,5,8,6,3,5,6,7,5,6,1567.3,1647.07,1309.47,1004.14,1155.91,1291.89,1455.73,1450.96,1435.92,0
1488,C,B - Medium,3188,7,9,7,5,6,5,6,6,6,14,15,9,3,7,13,8,9,10,2308.79,2766.28,833.95,77.08,544.53,1884.92,910.76,1866.89,1300.4,0
1489,D,C - High Risk,3178,1,1,1,1,2,3,5,4,4,1,1,1,1,1,1,1,1,1,16.92,28.47,21.84,17.27,26.81,40.68,63.16,42.94,37.03,0
1490,A,A - Low Risk,3177,5,4,4,4,4,4,3,4,4,10,11,8,5,8,8,10,7,11,600.39,516.99,384.49,296.36,506.2,357.11,432.49,453.81,735,0
1491,A,A - Low Risk,3172,7,4,7,6,6,7,8,6,4,11,9,7,7,9,10,11,10,10,645.14,589.71,446.03,371.8,563.56,597.6,694.97,525.74,671.1,0
1492,D,B - Medium,3179,5,4,4,4,4,4,4,4,5,22,22,15,7,11,15,18,20,17,1594.17,1481.19,1204.31,429.91,1069.21,809.6,992.88,1477.45,1048.99,0
1493,C,F - Other,3171,7,5,5,1,5,7,5,6,4,1,1,1,1,1,1,1,1,1,0.36,0.37,0.11,0.05,0.24,0.15,0.24,0.35,0.22,0
1494,B,B - Medium,3171,11,11,9,11,10,10,9,11,11,21,21,19,20,17,21,18,19,18,5803.8,5488.51,5346.04,5006.61,5203.25,5362.43,5785.96,5107.38,5491.03,0
1495,C,F - Other,3181,1,4,3,4,1,3,2,4,1,1,1,1,1,1,1,1,1,1,12.16,23.69,8.32,11.08,9.66,18.05,20.33,52.43,7.68,0
1496,A,C - High Risk,3182,6,6,4,4,7,6,6,8,6,8,8,5,4,7,5,10,7,8,261.75,349.76,145.83,123.43,374.77,374.12,563.71,397.02,537.18,0
1497,D,C - High Risk,3174,8,8,8,7,9,7,9,8,8,20,16,16,11,16,19,18,13,22,1441.49,1141.8,1159.06,882.35,1230.06,1525.73,1719.5,1051.32,1968.78,0
1498,D,C - High Risk,3175,3,3,4,2,3,4,3,4,4,3,4,2,1,2,3,2,2,3,194.1,235.57,66.06,22.55,58.09,158.79,118.94,147.79,204.75,0
1499,D,C - High Risk,3171,3,3,3,3,3,3,4,2,2,5,10,8,9,9,8,9,10,2,1064.77,1611.26,1694.82,764.56,860.32,955.68,1312.66,1162.18,1100.14,0
1500,C,F - Other,3160,2,5,1,1,5,2,4,4,1,1,2,1,1,1,1,1,1,1,57.07,53.18,49.91,25.15,76.22,40.45,106.23,31.82,47.56,0
1501,C,B - Medium,3174,10,10,10,9,9,9,10,10,10,8,9,7,6,6,8,9,7,8,1590.11,1980.78,1541.8,1767.84,1725.05,1732.6,2283.35,1607.46,1873.17,0
1502,D,C - High Risk,3158,2,1,2,2,3,2,2,3,1,3,1,1,1,2,1,2,4,2,108.36,71.24,59.42,53.03,78.72,55.46,91.77,159.44,68.62,0
1503,A,C - High Risk,3162,4,4,2,2,3,5,5,4,4,5,4,4,3,3,3,4,4,4,332.81,195.72,384.65,94.79,294.52,457.77,473.07,432.99,644.69,0
1504,A,B - Medium,3173,7,6,7,5,5,7,7,7,5,20,16,15,14,17,15,24,18,15,85573.65,80145.59,77889.95,44763.92,60849.82,73929.89,76917.72,60863.63,71888.84,0
1505,D,C - High Risk,3166,7,7,6,4,4,5,5,0,5,11,15,11,7,7,8,7,0,8,338.79,1397.92,319.42,129.35,255.91,135.4,168.46,0,9.48,0
1506,B,B - Medium,3169,14,12,12,9,13,9,9,10,12,4,4,4,2,4,4,4,4,5,199.64,214.32,306.95,121.5,227.34,267.28,313.65,256.75,385.42,0
1507,B,C - High Risk,3154,6,5,5,5,7,6,6,7,5,10,9,7,7,5,10,6,8,10,7541.15,8041.9,8804.22,2804.22,3072.13,7869.83,7864.72,8534.25,11259.18,0
1508,D,C - High Risk,3166,0,4,4,4,3,2,2,4,2,0,7,6,5,5,10,7,6,8,0,736.23,412.54,401.45,361.69,1065.92,575.79,434.93,1053.98,0
1509,C,C - High Risk,3169,8,8,6,6,7,6,9,9,8,31,41,25,21,27,26,31,30,38,6747.11,6958.56,5419.68,3865.26,5326.88,6314.32,7367.01,8496.18,7823.67,0
1510,D,C - High Risk,3163,4,5,3,2,3,3,2,1,3,11,12,9,7,10,5,2,1,5,1367.82,1288.87,1441.65,1053.69,788.97,761.15,579.12,426.49,988.42,0
1511,C,F - Other,3166,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,27.24,14.19,12.16,23.76,20.77,25.56,31.48,23.73,24.51,0
1512,B,C - High Risk,3149,7,7,7,6,5,6,7,5,6,4,3,5,2,3,3,4,3,3,4824.67,3905.29,4447.54,2047.4,2445.24,3743.24,2420.19,3240.56,2610.33,0
1513,D,C - High Risk,3156,4,4,3,5,3,5,6,5,5,2,2,2,2,2,3,2,3,3,378.98,310.16,547.99,478.09,322.2,659.24,385.91,567.26,518.99,0
1514,D,C - High Risk,3159,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,31.66,25.97,16.6,17.7,38.18,47.97,33.85,48.71,37.94,0
1515,D,C - High Risk,3153,8,7,8,8,8,10,8,8,0,7,7,8,8,8,10,8,7,0,962.88,3102.03,1038.18,315.99,1115.23,735.63,774.03,408.46,0,0
1516,D,C - High Risk,3161,3,3,3,2,2,2,3,2,3,1,1,1,1,1,1,1,1,1,14.65,14.21,18.43,15.04,6.81,12.42,15.8,7.97,17.39,0
1517,D,C - High Risk,3156,4,5,4,4,4,7,4,8,8,1,1,1,1,1,1,1,1,1,17.01,16.88,8.88,10.54,5.68,28.51,33.41,44.63,34.73,0
1518,D,C - High Risk,3157,3,1,0,0,3,1,1,2,1,1,1,0,0,1,1,1,1,1,46.6,13.54,0,0,23.42,32.64,16.38,45.3,30.76,0
1519,B,C - High Risk,3165,7,7,9,9,9,9,11,10,8,33,32,38,33,34,34,35,32,32,10920.87,14113.43,32245.34,24250.21,18145.26,8500.86,13831.05,8679.38,8284.06,0
1520,C,C - High Risk,3154,2,2,2,2,2,2,3,4,3,2,3,3,2,3,3,2,3,2,714.28,800.8,1260.64,1319.73,1446.18,1046.04,644,899.97,637.58,0
1521,D,C - High Risk,3144,6,9,4,4,4,3,7,6,6,13,19,8,3,6,7,10,11,12,968.75,1290.73,696.83,312.92,645.75,663.49,1017.97,906.55,979.14,0
1522,C,C - High Risk,3146,9,7,8,6,8,6,7,8,7,15,15,9,3,4,7,14,15,10,2610.09,1879.01,1652.59,549.2,1268.18,1548.99,2429.49,2529.7,1064.26,0
1523,D,C - High Risk,3150,4,3,3,0,3,0,4,3,3,3,3,2,0,2,0,2,2,2,12.78,62.23,16.93,0,66.65,0,15.72,31.21,21.87,0
1524,A,B - Medium,3148,10,9,7,7,5,5,8,7,8,13,16,11,4,6,9,10,10,10,1059.54,1114.11,729.16,386.46,507.34,569.26,772.92,735.1,829.81,0
1525,D,C - High Risk,3159,7,8,5,6,8,8,10,6,7,6,5,3,3,3,5,6,5,6,696.53,771.19,576.55,529.39,500.84,601.66,771.47,610.17,712.22,0
1526,D,B - Medium,3146,2,3,3,2,2,2,3,3,2,1,1,1,1,1,1,1,1,1,24.12,31.03,31.31,18.9,17.81,24.39,35.65,45.11,24.98,0
1527,C,C - High Risk,3149,6,9,8,6,6,6,7,5,5,3,3,4,4,3,4,3,3,3,585.09,43.47,330.58,32.24,243.79,246.57,693.6,81.78,313.12,0
1528,D,C - High Risk,3152,3,4,6,2,3,7,5,5,4,3,5,2,3,3,4,5,5,3,212.54,378.01,192.03,151.7,190.24,205.41,251.4,317.53,216.59,0
1529,C,F - Other,3145,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,17.26,23.43,16.79,0,17.25,0,10.97,29.74,9.75,0
1530,D,C - High Risk,3146,3,2,1,1,2,5,4,3,5,9,6,3,1,4,9,11,4,5,687.32,436.91,184.61,49.8,340.25,585.98,999.96,233.36,255.67,0
1531,C,C - High Risk,3152,9,10,10,11,11,11,10,11,12,13,16,14,14,12,16,14,18,19,656.66,590.42,638.18,1563.77,1215.16,1502.59,1406.5,2790.65,2022.73,0
1532,B,C - High Risk,3137,8,9,11,8,7,7,7,9,9,41,43,42,32,41,39,43,34,42,4107.77,4483.57,4015.91,3113.05,4038.78,4363.4,5062.92,3761.76,4482.28,0
1533,B,B - Medium,3133,7,7,7,8,8,8,5,5,6,1,1,1,1,1,1,1,1,1,67.09,130.31,142.51,170.16,197.32,185.86,193.51,142.59,176.96,0
1534,D,C - High Risk,3147,10,8,7,5,6,7,6,6,7,27,35,22,13,15,24,26,25,28,1928.48,2668.81,1607.6,1217.31,1362.5,1641.77,2001.94,1830.81,1439.85,0
1535,B,C - High Risk,3139,10,9,7,8,9,6,11,8,9,25,23,21,14,17,18,17,16,19,5033.97,5090.41,4411.28,3324.4,3523.7,3928.4,4507.37,4580.46,5079.61,0
1536,D,C - High Risk,3141,3,3,3,4,3,4,5,4,5,9,5,7,4,10,7,9,7,8,444.02,222.82,497.88,133.93,620.45,397.87,566.45,287.47,445.02,0
1537,C,C - High Risk,3144,9,9,8,9,9,9,9,9,9,25,24,23,16,23,23,22,21,19,2701.36,2671.96,2356.46,1974.65,2431.95,2532.82,2971.37,2478.29,2666.94,0
1538,D,B - Medium,3146,7,5,8,7,8,8,8,0,8,2,2,3,2,2,3,2,0,2,116.53,196.03,201.67,328.69,363.92,576.65,345.27,0,37.67,1
1539,A,B - Medium,3127,14,15,14,14,13,15,14,12,14,73,77,64,62,76,84,70,68,68,15759.89,19000.72,17431.26,12793.56,14588.94,18139.94,16443.19,19896.1,17275.23,0
1540,B,B - Medium,3145,10,6,7,2,6,6,6,9,7,62,58,54,6,16,50,62,62,68,8417.63,8927.07,6235.69,471.37,1745.22,5428.76,8076.36,7296.5,7379.19,0
1541,D,B - Medium,3140,3,0,3,4,3,3,6,4,4,7,0,4,6,3,4,8,6,7,612.38,0,178.17,501.07,144.72,501.06,1393.04,1102.97,585.21,0
1542,A,B - Medium,3128,14,13,15,12,12,15,14,14,14,10,10,13,10,8,10,11,9,10,23780.39,26971.26,29713.01,19857.42,16700.67,20452.82,22937,22051,26266.05,0
1543,B,C - High Risk,3121,6,3,5,3,4,4,3,4,3,9,7,8,5,7,8,7,8,7,5686.46,7535.51,5324.8,7196.45,4883.38,6385.48,5104.47,3633.72,8491.06,0
1544,B,C - High Risk,3129,8,8,7,6,6,7,5,6,7,8,8,8,5,7,8,5,5,8,1536.15,2108.68,1660.68,552.84,936.08,1168.61,1056.46,1020.29,1621.26,0
1545,D,C - High Risk,3126,5,6,5,6,6,6,6,5,5,5,6,5,5,4,4,5,6,5,299.35,337.46,350.25,81.64,373.6,150.25,291.66,1127.59,438.13,0
1546,D,C - High Risk,3135,3,2,3,2,3,3,1,2,4,1,1,1,1,1,1,1,1,2,43.46,49.08,40,22.69,39.92,28.88,39.23,37.13,66.35,0
1547,D,C - High Risk,3128,4,4,3,2,2,3,3,2,3,4,6,5,3,4,4,6,7,7,390.18,351.34,305.49,146.15,325.76,362.34,531.82,297.34,344.59,0
1548,D,A - Low Risk,3119,8,7,8,6,5,5,5,7,8,17,19,21,12,12,18,14,17,23,1802.34,3388.93,3038.12,1862.31,2326.04,3071.74,3950.36,6320.53,12544.76,0
1549,D,C - High Risk,3132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.79,19.09,11.37,7.58,4.54,13.58,4.47,8.97,15.26,0
1550,D,B - Medium,3118,8,6,7,5,6,6,6,5,7,2,2,2,1,1,1,2,2,2,37.37,150.02,80.44,7.44,20.32,30.96,29.29,189.41,28.92,0
1551,D,C - High Risk,3113,2,3,3,1,1,1,1,1,4,3,2,3,2,3,2,3,3,3,140.45,118.59,74.6,41.02,136.26,124.47,176.83,160.67,144.22,0
1552,C,C - High Risk,3126,7,9,7,7,6,8,8,8,10,3,3,3,3,3,4,2,4,4,269.78,190.81,249.36,99.03,279.16,373.37,316.89,287.75,520.53,0
1553,A,B - Medium,3130,5,5,4,3,5,3,4,5,5,1,1,1,1,1,1,1,1,1,76.46,77.84,68.37,43.32,63.95,63.82,109.98,46.14,85.53,0
1554,D,C - High Risk,3117,2,5,6,5,0,4,3,5,3,1,1,1,2,0,2,2,4,3,131.4,142.38,96.55,113.29,0,80.05,154.93,217.01,93.65,0
1555,C,C - High Risk,3114,3,4,5,4,4,4,5,4,4,2,2,2,2,2,1,2,2,2,951.34,788.96,1144,797.96,1074.85,812.52,1054.25,897.98,1079.72,0
1556,C,F - Other,3119,3,3,1,0,1,2,1,2,2,1,1,1,0,1,1,1,1,1,50.22,80.9,15.82,0,31.46,46.16,33.87,32.69,64.29,0
1557,C,F - Other,3111,3,4,2,1,3,3,1,6,5,1,1,1,1,1,2,1,3,1,44.49,56.98,40.75,20.9,44.5,49.48,31.15,92.11,51.1,0
1558,C,B - Medium,3106,6,6,6,4,4,6,6,7,6,15,13,11,7,10,11,14,11,17,1404.18,1279.86,1168.22,691.65,834.39,1063.89,1309.79,1059.57,1619.6,0
1559,D,C - High Risk,3102,1,1,1,0,1,1,0,1,1,1,1,1,0,2,2,0,1,1,33.89,11.97,18.46,0,50.45,44.28,0,8.32,46.52,0
1560,D,C - High Risk,3111,0,5,2,0,5,3,3,5,4,0,5,2,0,4,2,3,3,3,0,144.75,30.48,0,107.74,9.3,7.34,82.79,7.17,0
1561,B,C - High Risk,3115,4,8,6,6,2,2,3,3,3,6,16,11,7,6,6,5,7,10,1055.38,2898.74,1627.62,1519.93,1421.21,1834.08,1618.28,2727.97,2696.18,0
1562,C,C - High Risk,3100,5,5,5,6,4,2,4,5,4,8,10,8,8,6,3,7,4,5,2918.75,2770.49,2750.49,2357.32,1817.84,424.94,3161.1,2465.48,2879.44,0
1563,C,B - Medium,3113,5,5,4,5,4,4,4,4,4,11,16,13,12,15,15,17,14,10,2464.22,3262.69,2991.92,2007.01,3357.97,3002.72,3522.06,3057.08,3474.7,0
1564,B,C - High Risk,3099,3,6,3,3,6,5,6,4,6,4,4,4,3,4,6,6,5,4,612.82,373.65,723.72,446.08,966.54,1477.12,1498.07,1091.56,1029.61,0
1565,B,C - High Risk,3106,9,7,7,7,9,8,8,7,8,29,27,16,14,19,20,20,23,25,2586.55,2389.9,1655.51,1589.69,2234.09,2171.64,2211.72,2184.04,2786.21,0
1566,B,C - High Risk,3105,6,6,6,5,6,6,6,7,8,8,7,6,5,6,7,7,7,8,3870.59,3701.66,3439.45,2943.08,1797.66,3195.7,2806.79,2703.22,3121.35,0
1567,D,B - Medium,3098,3,1,1,3,1,2,3,2,2,1,1,1,1,1,1,2,2,3,85.54,38.62,63.08,28.77,54.38,55.73,76.27,62.45,132.9,0
1568,A,B - Medium,3102,15,14,13,14,13,14,14,13,13,8,7,7,7,7,8,7,7,7,4134.68,3948.82,3935.81,3736.16,3651.59,4189.95,4572.11,3577.43,3809.84,0
1569,D,C - High Risk,3102,4,5,5,5,4,5,5,5,5,10,6,5,4,4,4,5,3,5,1840.83,767.53,720.33,617.38,192.43,267.05,309.71,214.5,475.16,0
1570,D,B - Medium,3104,0,3,0,3,3,3,3,3,3,0,2,0,2,2,1,1,2,3,0,16.52,0,33.04,247.76,66.16,33.22,115.72,618.58,0
1571,B,C - High Risk,3101,14,10,13,13,13,12,10,14,11,157,151,152,119,125,129,111,132,134,30346.83,30352.81,26268.93,16112.21,21250.74,23176.68,17371.36,20722.93,27092.61,0
1572,D,C - High Risk,3098,7,8,7,7,7,7,4,5,7,3,7,3,2,3,6,2,3,2,2694.44,2970.93,3690.46,3334.78,3520.11,3408.31,2384.36,2837.84,4125.73,0
1573,D,C - High Risk,3104,4,3,0,2,3,4,4,2,2,1,1,0,1,1,1,2,1,1,38.75,29.72,0,9.2,31.52,88.28,59.72,51.73,8.72,0
1574,C,C - High Risk,3101,4,5,4,3,3,4,3,3,4,16,18,13,9,14,16,11,13,14,7464.36,7664.88,5344.69,4069.74,6215.3,6071.9,7112.41,6362.91,8709.46,0
1575,C,C - High Risk,3099,9,10,9,9,7,8,8,9,8,4,3,4,3,3,3,4,4,4,358.89,299.44,358.9,226.43,310.25,294.01,383.08,373.26,417.16,0
1576,A,A - Low Risk,3098,9,7,8,8,8,8,9,9,8,46,44,44,39,41,52,57,63,56,183222.48,166013.58,176403.41,141715.37,143843.06,161292.28,175361.71,158798.4,172449.81,0
1577,B,B - Medium,3090,6,6,6,5,2,2,5,4,5,5,5,4,3,1,1,4,4,4,1028.47,1000.18,880.3,303.57,91.52,70.37,547.83,384.33,829.05,0
1578,C,F - Other,3081,3,2,2,1,0,2,1,3,2,3,1,1,1,0,2,1,2,1,99.08,63.39,64.56,22,0,44.3,41.87,43.96,68.8,0
1579,C,C - High Risk,3092,6,5,5,5,4,6,4,4,7,1,1,1,1,1,1,1,1,1,618,705.68,624.7,233.79,509.6,648.24,332.41,430.04,388.82,0
1580,B,C - High Risk,3091,11,9,6,4,5,6,8,5,6,30,31,31,23,14,22,32,26,25,4693.34,4562.11,4173.06,3231.96,2210.4,3467.79,5831.77,3721.65,3325.43,0
1581,D,C - High Risk,3083,4,3,3,0,3,3,3,3,0,2,1,1,0,1,1,1,1,0,11.22,22.2,8.49,0,21.14,21.14,38.33,21.14,0,0
1582,D,C - High Risk,3096,8,6,5,5,7,6,8,8,7,1,2,1,1,1,1,1,2,2,56.81,103.96,66.82,41.35,39.15,80.29,93.64,117.2,103.92,0
1583,D,C - High Risk,3087,6,3,3,3,3,2,3,2,2,10,14,9,9,8,8,10,7,5,964.33,994.59,968.75,838.78,756.82,621.95,721.59,728.58,510.8,0
1584,D,C - High Risk,3090,1,1,2,0,2,2,2,2,1,6,4,3,0,5,6,5,5,6,497.15,278.45,144.28,0,349.45,359.18,456.02,305.68,397.82,0
1585,C,F - Other,3078,1,1,0,1,1,1,1,1,3,1,1,0,1,1,1,1,1,1,10.91,21.07,0,11.05,10.95,18.77,14.31,22.7,30.37,1
1586,D,B - Medium,3090,5,5,8,6,6,6,4,4,3,12,10,15,9,12,11,9,9,7,820.38,450.62,2010.99,1797.9,3723.59,4129.17,3041.13,3350.38,6439,0
1587,B,C - High Risk,3091,13,11,8,8,9,8,9,9,9,61,56,48,50,42,46,32,42,39,8136.85,8221.83,7749.12,7428.66,4690.77,4875.42,3234.99,4415.84,4634.72,0
1588,D,C - High Risk,3088,5,2,4,5,5,4,5,4,3,11,10,7,5,7,7,13,8,9,816.04,725.96,534.13,314.69,645.6,477.93,1112.82,466.61,619.82,0
1589,D,C - High Risk,3073,2,3,4,5,3,2,3,3,3,2,1,2,1,2,2,1,2,2,141.92,144.62,164.31,156.09,145.51,148.27,119.66,126.52,150.5,0
1590,B,C - High Risk,3070,7,6,7,6,7,7,7,6,7,8,8,9,5,7,7,8,6,8,3460.9,3139.57,3110.86,1683.47,2534.68,2553.74,3291.41,2358.35,3290.01,0
1591,D,C - High Risk,3083,4,4,4,4,4,4,4,0,4,3,3,3,3,3,3,3,0,4,33.44,57.32,12.13,105.4,76.66,14.41,35.84,0,174.24,0
1592,C,B - Medium,3082,6,7,3,3,4,7,10,5,4,1,1,1,1,1,1,1,1,1,55.6,48.52,58.39,52.83,58.58,54.88,82.32,74.69,79.36,0
1593,C,C - High Risk,3079,1,1,2,1,1,1,1,1,1,6,5,4,3,4,4,3,4,4,4607.63,3932.02,3901.26,2985.85,3724.56,3782.85,3361.1,5617,5558.11,0
1594,C,C - High Risk,3070,4,5,5,4,5,4,4,4,5,6,7,8,7,7,7,7,8,9,2497.18,2389.69,2834.93,2218.32,1928.07,2133.29,2285.15,2307.27,2392.14,0
1595,D,C - High Risk,3078,5,3,4,2,3,3,4,3,3,9,6,11,11,6,6,9,7,3,784.99,421.24,713.42,758.58,448.85,745.08,1332.16,349.72,503.75,0
